"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","ODASECTOR","PROD","MLN_USD","A","2007",129.68,
"KOR","ODASECTOR","PROD","MLN_USD","A","2008",90.32,
"KOR","ODASECTOR","PROD","MLN_USD","A","2009",73.91,
"KOR","ODASECTOR","PROD","MLN_USD","A","2010",114.14,
"KOR","ODASECTOR","PROD","MLN_USD","A","2011",170.48,
"KOR","ODASECTOR","PROD","MLN_USD","A","2012",314.13,
"KOR","ODASECTOR","PROD","MLN_USD","A","2013",147.92,
"KOR","ODASECTOR","PROD","MLN_USD","A","2014",254.61,
"KOR","ODASECTOR","PROD","MLN_USD","A","2015",147.15,
"KOR","ODASECTOR","PROD","MLN_USD","A","2016",152.56,
"KOR","ODASECTOR","PROD","MLN_USD","A","2017",224.84,
"KOR","ODASECTOR","PROD","MLN_USD","A","2018",394.53,
"LUX","ODASECTOR","PROD","MLN_USD","A","2000",12.58,
"LUX","ODASECTOR","PROD","MLN_USD","A","2004",18.64,
"LUX","ODASECTOR","PROD","MLN_USD","A","2005",12.41,
"LUX","ODASECTOR","PROD","MLN_USD","A","2006",9.92,
"LUX","ODASECTOR","PROD","MLN_USD","A","2007",17.11,
"LUX","ODASECTOR","PROD","MLN_USD","A","2008",19.56,
"LUX","ODASECTOR","PROD","MLN_USD","A","2009",14.31,
"LUX","ODASECTOR","PROD","MLN_USD","A","2010",14.63,
"LUX","ODASECTOR","PROD","MLN_USD","A","2011",16.41,
"LUX","ODASECTOR","PROD","MLN_USD","A","2012",16.38,
"LUX","ODASECTOR","PROD","MLN_USD","A","2013",15.77,
"LUX","ODASECTOR","PROD","MLN_USD","A","2014",15.9,
"LUX","ODASECTOR","PROD","MLN_USD","A","2015",17.12,
"LUX","ODASECTOR","PROD","MLN_USD","A","2016",17.36,
"LUX","ODASECTOR","PROD","MLN_USD","A","2017",26.93,
"LUX","ODASECTOR","PROD","MLN_USD","A","2018",27.17,
"NLD","ODASECTOR","PROD","MLN_USD","A","2000",119.31,
"NLD","ODASECTOR","PROD","MLN_USD","A","2001",232.59,
"NLD","ODASECTOR","PROD","MLN_USD","A","2002",189.7,
"NLD","ODASECTOR","PROD","MLN_USD","A","2003",111.28,
"NLD","ODASECTOR","PROD","MLN_USD","A","2004",169.27,
"NLD","ODASECTOR","PROD","MLN_USD","A","2005",173.57,
"NLD","ODASECTOR","PROD","MLN_USD","A","2006",197.91,
"NLD","ODASECTOR","PROD","MLN_USD","A","2007",144.53,
"NLD","ODASECTOR","PROD","MLN_USD","A","2008",190.32,
"NLD","ODASECTOR","PROD","MLN_USD","A","2009",207.92,
"NLD","ODASECTOR","PROD","MLN_USD","A","2010",231.18,
"NLD","ODASECTOR","PROD","MLN_USD","A","2011",278.04,
"NLD","ODASECTOR","PROD","MLN_USD","A","2012",629.24,
"NLD","ODASECTOR","PROD","MLN_USD","A","2013",484.02,
"NLD","ODASECTOR","PROD","MLN_USD","A","2014",143.56,
"NLD","ODASECTOR","PROD","MLN_USD","A","2015",438.02,
"NLD","ODASECTOR","PROD","MLN_USD","A","2016",206.31,
"NLD","ODASECTOR","PROD","MLN_USD","A","2017",366.52,
"NLD","ODASECTOR","PROD","MLN_USD","A","2018",437.03,
"NZL","ODASECTOR","PROD","MLN_USD","A","2000",10.88,
"NZL","ODASECTOR","PROD","MLN_USD","A","2001",11.05,
"NZL","ODASECTOR","PROD","MLN_USD","A","2002",9.44,
"NZL","ODASECTOR","PROD","MLN_USD","A","2003",9.2,
"NZL","ODASECTOR","PROD","MLN_USD","A","2004",10.9,
"NZL","ODASECTOR","PROD","MLN_USD","A","2005",11.83,
"NZL","ODASECTOR","PROD","MLN_USD","A","2006",16.95,
"NZL","ODASECTOR","PROD","MLN_USD","A","2007",12.31,
"NZL","ODASECTOR","PROD","MLN_USD","A","2008",20.44,
"NZL","ODASECTOR","PROD","MLN_USD","A","2009",18.36,
"NZL","ODASECTOR","PROD","MLN_USD","A","2010",16.76,
"NZL","ODASECTOR","PROD","MLN_USD","A","2011",41.29,
"NZL","ODASECTOR","PROD","MLN_USD","A","2012",34.61,
"NZL","ODASECTOR","PROD","MLN_USD","A","2013",32.84,
"NZL","ODASECTOR","PROD","MLN_USD","A","2014",45.55,
"NZL","ODASECTOR","PROD","MLN_USD","A","2015",66.98,
"NZL","ODASECTOR","PROD","MLN_USD","A","2016",61.79,
"NZL","ODASECTOR","PROD","MLN_USD","A","2017",54.48,
"NZL","ODASECTOR","PROD","MLN_USD","A","2018",37.68,
"NOR","ODASECTOR","PROD","MLN_USD","A","2000",101.32,
"NOR","ODASECTOR","PROD","MLN_USD","A","2001",134.78,
"NOR","ODASECTOR","PROD","MLN_USD","A","2002",112.1,
"NOR","ODASECTOR","PROD","MLN_USD","A","2003",92.27,
"NOR","ODASECTOR","PROD","MLN_USD","A","2004",127.03,
"NOR","ODASECTOR","PROD","MLN_USD","A","2005",122.63,
